"jackVar","temperature","pT","pT.min","pT.max","cT","cT.min","cT.max","nrmse"
"PIPO_allothers_11",45,0.0006185552,0.000310735819859304,0.00253885561861386,0.0002056512,5.0272305067483e-05,0.000399669795551395,0.397164
"PIPO_allothers_11",50,0.003211754,0.00115609684131289,0.00510563814404028,0.0006280291,0.000377241691085703,0.0016341021607751,0.3178663
"PIPO_allothers_11",55,0.007790747,0.00362398715857851,0.0121863183449154,0.002782559,0.00239038944552632,0.007912231487068,0.2914089
"PIPO_allothers_11",60,0.0243401,0.00864986118216659,0.0382001400005301,0.02595024,0.011574132322472,0.0501358017530241,0.3361944
"PIPO_allothers_11",65,0.03440533,0.0173948691168326,0.142124140088901,0.1668101,0.0473223517207625,0.376217374792346,0.3303527
"PIPO_allothers_12",45,0.0006185552,0.000321050760500112,0.00240793814612324,0.0002056512,5.0272305067483e-05,0.000399669795551395,0.4023588
"PIPO_allothers_12",50,0.003211754,0.00119161945036872,0.00495343721469565,0.0006280291,0.000377241691085703,0.0016341021607751,0.3219842
"PIPO_allothers_12",55,0.007790747,0.00375252256439489,0.0120100869043909,0.002782559,0.00239038944552632,0.007912231487068,0.2914089
"PIPO_allothers_12",60,0.0243401,0.00909835335660746,0.0378209017107979,0.02595024,0.011574132322472,0.0501358017530241,0.3338326
"PIPO_allothers_12",65,0.03619524,0.0187164783205207,0.140376936154477,0.1668101,0.0473223517207625,0.376217374792346,0.3163408
"PIPO_allothers_13",45,0.0006185552,0.000308270910220266,0.00257169937235044,0.0002056512,5.0272305067483e-05,0.000399669795551395,0.397164
