"groupVar","duration","LD50","accuracy","species","season","age","plotVar"
"PSME_spring_n",81,52.34,0.0970180261665874,"PSME","spring","n","spring_n"
"PSME_spring_n",82,52.3099999999999,0.0304082337004417,"PSME","spring","n","spring_n"
"PSME_spring_n",83,52.27,0.0230489887092986,"PSME","spring","n","spring_n"
"PSME_spring_n",84,52.2299999999996,0.00957738566970079,"PSME","spring","n","spring_n"
"PSME_spring_n",85,52.1700000000001,0.267281759127371,"PSME","spring","n","spring_n"
"PSME_spring_n",86,52.1500000000001,0.0351546649396326,"PSME","spring","n","spring_n"
"PSME_spring_n",87,52.13,0.191615638022633,"PSME","spring","n","spring_n"
"PSME_spring_n",88,52.059999999998,0.231586591712421,"PSME","spring","n","spring_n"
"PSME_spring_n",89,52.0400000000001,0.0158466098913124,"PSME","spring","n","spring_n"
"PSME_spring_n",90,51.9900000000001,0.192173954737875,"PSME","spring","n","spring_n"
"PSME_spring_o",1,66.8300000000001,0.027711183538301,"PSME","spring","o","spring_o"
"PSME_spring_o",2,64.73,0.0835686394110553,"PSME","spring","o","spring_o"
"PSME_spring_o",3,63.51,0.0403462793162745,"PSME","spring","o","spring_o"
"PSME_spring_o",4,62.67,0.0538747888070148,"PSME","spring","o","spring_o"
"PSME_spring_o",5,62.02,0.051619081604251,"PSME","spring","o","spring_o"
"PSME_spring_o",6,61.49,0.00718102966699519,"PSME","spring","o","spring_o"
"PSME_spring_o",7,61.05,0.00349794172077367,"PSME","spring","o","spring_o"
"PSME_spring_o",8,60.6699999999974,0.0118559871460704,"PSME","spring","o","spring_o"
"PSME_spring_o",9,60.33,0.131274003619708,"PSME","spring","o","spring_o"
"PSME_spring_o",10,60.04,0.0535709473103907,"PSME","spring","o","spring_o"
"PSME_spring_o",11,59.78,0.0328539969248354,"PSME","spring","o","spring_o"
"PSME_spring_o",12,59.5400000000006,0.0541432425308059,"PSME","spring","o","spring_o"
"PSME_spring_o",13,59.3199999999999,0.070866310432983,"PSME","spring","o","spring_o"
"PSME_spring_o",14,59.1099999999974,0.0280901695138311,"PSME","spring","o","spring_o"
"PSME_spring_o",15,58.96,0.604427759231207,"PSME","spring","o","spring_o"
"PSME_spring_o",16,58.73,0.271837792733798,"PSME","spring","o","spring_o"
"PSME_spring_o",17,58.56,0.358018514639404,"PSME","spring","o","spring_o"
"PSME_spring_o",18,58.4299999999992,0.0576901328793369,"PSME","spring","o","spring_o"
"PSME_spring_o",19,58.28,0.00490477115432242,"PSME","spring","o","spring_o"
"PSME_spring_o",20,58.1400000000063,0.0323724128818768,"PSME","spring","o","spring_o"
"PSME_spring_o",21,58.01,0.0102659664110263,"PSME","spring","o","spring_o"
"PSME_spring_o",22,57.89,0.0742179060199675,"PSME","spring","o","spring_o"
"PSME_spring_o",23,57.7699999999999,0.0588402154557599,"PSME","spring","o","spring_o"
"PSME_spring_o",24,57.64,0.224423912350936,"PSME","spring","o","spring_o"
"PSME_spring_o",25,57.54,0.0689505655936955,"PSME","spring","o","spring_o"
"PSME_spring_o",26,57.44,0.00931974905842026,"PSME","spring","o","spring_o"
"PSME_spring_o",27,57.3099999999997,0.518969073194533,"PSME","spring","o","spring_o"
"PSME_spring_o",28,57.23,0.226227082690187,"PSME","spring","o","spring_o"
